2	Ai Cũng Có Ngày Xưa - Phan Mạnh Quỳnh - Bài hát, lyrics.mp3	true	D:\Music\Ai Cũng Có Ngày Xưa - Phan Mạnh Quỳnh - Bài hát, lyrics.mp3
3	AiChoAi.mp3	true	D:\Music\AiChoAi.mp3
7	Anh Chưa Từng - WHEE!.mp3	true	D:\Music\Anh Chưa Từng - WHEE!.mp3
17	Burn Out - Martin Garrix, Justin Mylo, Dewain Whitmore - Bài hát, lyrics.mp3	true	D:\Music\Burn Out - Martin Garrix, Justin Mylo, Dewain Whitmore - Bài hát, lyrics.mp3
